Material;Centro;Clase de valoración;Texto breve de material;Última modificación;Tipo material;Grupo de artículos;Unidad medida base;Grupo de compras;Indicador ABC;Caract.planif.nec.;Categoría valoración;Control de precios;Precio;Moneda;Cantidad base;Creado por
163154;CD00;;Espaciador angular 35 kV con grapas;2/11/2024;ZMBT;FEEM1400;C/U;;;ND;MD05;S;81,089;COP;1;AE79461
163155;CD00;;Camisa reparación conductor AAAC 630;12/5/2019;ZAT;FEMI0400;C/U;;;ND;MD05;S;151,540;COP;1;AE79461
163156;CD00;;"Tubo de 1/2""x3m Galvanizado";2/11/2024;ZMBT;FCMC0400;C/U;;;ND;MD05;S;30,478;COP;1;AE79461
163157;CD00;;"""Tubo de 4""""x3m Galvanizado""";1/6/2023;ZMBT;FCMC0400;C/U;;;ND;MD05;S;206,829;COP;1;AE79461
163158;CD00;;"""Tubo de 1"""" x 3m Galvanizado""";2/11/2024;ZMBT;FCMC0400;C/U;;;ND;MD05;S;55,796;COP;1;AE79461
163159;CD00;;"""Tubo de 3""""x3m Galvanizado""";4/6/2024;ZMBT;FCMC0400;C/U;;;ND;MD05;S;154,458;COP;1;AE79461
163160;CD00;;"""Tubo de Cobre diámetro 2""""""";27/12/2021;ZAT;FEMI0400;M;;;ND;MD05;S;155,461;COP;1;AE79461
163161;CD00;;BANCO DE BATERIAS PLOMO-ACIDO 100A/H 10H;12/1/2022;ZAT;FEAP0100;C/U;;;ND;MD04;S;284,677;COP;1;AE79461
163162;CD00;;CELDA DE CONTROL Y PROTECCIÓN;28/10/2021;ZMBT;FERP0302;C/U;;;ND;MD04;S;16,622;COP;1;AE79461
163163;CD00;;KIT CONEXIÓN CONTROL CELDA F200 HEMBRA;28/10/2021;ZAT;FEQE1500;C/U;;;ND;MD04;S;1,676,490;COP;1;AE79461
163164;CD00;;KIT CONEXIÓN CONTROL CELDA F200 MACHO;28/10/2021;ZAT;FEQE1500;C/U;;;ND;MD04;S;1,676,490;COP;1;AE79461
163165;CD00;;TAPON SELLADOR CABLE 1/0 AWG;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1,115;COP;1;AE79461
163166;CD00;;TUBO DE ACERO GALV. DE 3 MTRS CON UNION.;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;124,940;COP;1;AE79461
163167;CD00;;TUBO MT DE 3 X 6MTS;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;13,322;COP;1;AE79461
163168;CD00;;Batería 12V 18,0 AH;2/11/2024;ZMBT;FEAP0100;C/U;;;ND;MD04;S;415,355;COP;1;AE79461
163169;CD00;;BATERIA PARA RELOJ ELECTRONICO;28/10/2021;ZMBT;FEAP0200;C/U;;;ND;MD04;S;1;COP;1;AE79461
163170;CD00;;LAMINA DE POLICARBONATO;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163171;CD00;;BANDEJA MEDIDOR ELECTRONICO MULTIFUNCION;10/3/2023;ZMBT;FEMI0400;C/U;;;ND;MD05;S;69,600;COP;1;AE79461
163172;CD00;;TABLERO 125V DC INTERRUPT Y BARRAJE;12/5/2019;ZAT;FEQE1100;C/U;;;ND;MD04;S;70,000,000;COP;1;AE79461
163173;CD00;;Gabinete Concentrador de Patio - GCP;28/10/2021;ZAT;FEQE1000;C/U;;;ND;MD04;S;3,754,900;COP;1;AE79461
163174;CD00;;Repuestos Celdas de Media Tensión;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;395;COP;1;AE79461
163175;CD00;;TABLERO 3F 208V AC INTERRUPT Y BARRAJE;12/5/2019;ZAT;FEQE1100;C/U;;;ND;MD04;S;4,070,235;COP;1;AE79461
163176;CD00;;"""TUBO DE CU Ø. 2-1/2""""-SCHEDULE 80 x 6 m";28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;3,441,029;COP;1;AE79461
163177;CD00;;UNID CAPACITIVA-CHD-202-1215 KVAR 12211V;30/12/2022;ZAT;FECO0202;C/U;;;ND;MD04;S;18,137,280;COP;1;AE79461
163178;CD00;;Limitador de Corriente SCS para 15A;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;79;COP;1;AE79461
163179;CD00;;Baterias Panasonic 12,5 VDC;28/10/2021;ZMAT;FEAP0200;C/U;;;ND;MD12;S;74,622;COP;1;AE79461
163180;CD00;;Cajas Empalme Aereo con accesorios F O;28/10/2021;ZMBT;FEAT0103;C/U;;;ND;MD04;S;2,408,865;COP;1;AE79461
163181;CD00;;Cabeza pulsador ilm Blanco Ref.: 184517;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163182;CD00;;Bombillo led Blanco 220Vac/dc BA9S BLB22;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163183;CD00;;Cabeza pulsador ilm Verde Ref 184512;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163184;CD00;;Bobinas de Cierre INT 36 KV;12/5/2019;ZAT;FEMI0400;C/U;;;ND;MD05;S;15,653;COP;1;AE79461
163185;CD00;;Unidada driver 12 V DC/Fuente Auxiliar 2;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163186;CD00;;Módulo de entrada AC;28/10/2021;ZAT;FERP0301;C/U;;;ND;MD04;S;238;COP;1;AE79461
163187;CD00;;Repuestos Celdas de Media Tensión;28/10/2021;ZAT;FEQE1500;C/U;;;ND;MD04;S;1;COP;1;AE79461
163188;CD00;;Elemento de Ajuste Tierras 47-288-251-11;20/12/2021;ZAT;FERP0500;C/U;;;ND;MD05;S;395;COP;1;AE79461
163189;CD00;;Detector de Fugas 47-184-710-01;28/10/2021;ZAT;FERP0500;C/U;;;ND;MD05;S;1;COP;1;AE79461
163190;CD00;;Etiquetas Avisos Seguridad 102004-05;28/10/2021;ZAT;FERP0500;C/U;;;ND;MD05;S;1;COP;1;AE79461
163191;CD00;;Compartimiento Bahia 109272-01;20/12/2021;ZAT;FEQE1500;C/U;;;ND;MD04;S;79,156;COP;1;AE79461
163192;CD00;;Elemento Acople 47-295-010-00;20/12/2021;ZAT;FEQE1500;C/U;;;ND;MD04;S;395;COP;1;AE79461
163193;CD00;;Compartimiento Seccionador 109271-01 D Z;20/12/2021;ZAT;FEQE1500;C/U;;;ND;MD04;S;79,156;COP;1;AE79461
163194;CD00;;Sensor de Luz de 16x1,5 con conector;20/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;3,491;COP;1;AE79461
163195;CD00;;CONDENSADORES SIN PCBS RETAL-INSERVIBLE;1/6/2023;ZMAT;SRTS0900;KG;;;ND;MD07;S;0;COP;1;AE79461
163196;CD00;;BATERIA DE PLOMO ACIDO RETAL-INSERVIBLE;1/9/2019;ZMAT;FEAP0100;KG;;;ND;MD07;S;0;COP;1;AE79461
163197;CD00;;BATERIAS Y PILAS CON - Ni Cd MH Li;17/2/2021;ZMAT;SRTS2200;KG;;;ND;MD07;S;0;COP;1;AE79461
163198;CD00;;TUBOS - LAMPARAS FLUORESCENTES RETAL-INS;21/10/2020;ZMAT;FEMI0400;KG;;;ND;MD07;S;0;COP;1;AE79461
163199;CD00;;TUBO AISL PARA INTERR L=45CM D=12CM;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163200;CD00;;PULSADOR LUMINOSO BLANCO;28/10/2021;ZMBT;FEMI0400;PI;;;ND;MD05;S;1;COP;1;AE79461
163201;CD00;;PULSADOR LUMINOSO ROJO;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163202;CD00;;Bolsa transp. polietileno 58X35 cm cal 5;28/10/2021;ZMBT;FEMI0400;CA;;;ND;MD05;S;1;COP;1;AE79461
163203;CD00;;Precinto de seguridad SCR;12/5/2019;ZMAT;FEMI0400;C/U;;;ND;MD09;S;1;COP;1;AE79461
163204;CD00;;Impresora termica Portatil SCR S-2500THS;28/10/2021;ZMAT;FEMI0400;C/U;;;ND;MD10;S;1;COP;1;AE79461
163205;CD00;;FUENTE RMU CARGADOR 230VAC / 48VCC;30/8/2022;ZMBT;FEQE0200;C/U;;;ND;MD04;S;2;COP;1;AE79461
163206;CD00;;Carro para interruptor celda 17.5kV;28/10/2021;ZAT;FEQE1500;C/U;;;ND;MD04;S;1;COP;1;AE79461
163207;CD00;;Celda 8MF con procesador de comunicacion;7/3/2022;ZAT;FEQE1500;C/U;;;ND;MD04;S;16,622;COP;1;AE79461
163208;CD00;;BATERIA SELLADA 12 VOLTIOS 9.0 AMP;27/3/2023;ZMBT;FEAP0100;C/U;;;ND;MD04;S;304,214;COP;1;AE79461
163209;CD00;;TARJETA AUXILIAR HS9 PARA RC W&B;2/4/2022;ZMBT;FEMI0400;C/U;;;ND;MD05;S;447,850;COP;1;AE79461
163210;CD00;;TARJETA PRINCIPAL HS5 PARA RC W&B;20/12/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;2;COP;1;AE79461
163211;CD00;;SEPARADOR FASE FIJO 15 y 35 kV 895 mm;27/3/2023;ZMBT;FEEM1400;C/U;;;ND;MD05;S;777,266;COP;1;AE79461
163212;CD00;;SEPARADOR FASE FIJO 15 y 35 kV 1309 mm;27/3/2023;ZMBT;FEEM1400;C/U;;;ND;MD05;S;1,091,708;COP;1;AE79461
163213;CD00;;TUBERIA 25MM RDE-11 PE-80 NEGRA 15 KV;20/12/2021;ZMBT;FEMI0400;M;;;ND;MD05;S;886;COP;1;AE79461
163214;CD00;;UNION MECANICA PE 25MM TUBERIA 15 KV;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;39;COP;1;AE79461
163215;CD00;;TUBERIA 20MM RDE-11 PE-80 NEGRA 15 KV;28/10/2021;ZMBT;FEMI0400;M;;;ND;MD05;S;130;COP;1;AE79461
163216;CD00;;UNION MECANICA PE 20MM TUBERIA 15 KV;13/6/2024;ZMBT;FEMI0400;C/U;;;ND;MD05;S;54;COP;1;AE79461
163217;CD00;;Anunciador de Alarma LED68 Puntos-6Vx12H;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163218;CD00;;"""CHEQUE CORTINA DE 3""""""";30/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;39,840;COP;1;AE79461
163219;CD00;;"""ELECTROBOMBA SUMERGIBLE 3"""" 0,5HP 110V""";20/12/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;3,278,160;COP;1;AE79461
163220;CD00;;MODULO MICROP PPAL PARA RC CON LCD;20/12/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;10,685,730;COP;1;AE79461
163221;CD00;;Caja Met Medidor Bicuerpo sin accesorios;28/10/2021;ZMBT;FEAT0101;C/U;;;ND;MD04;S;220,400;COP;1;AE79461
163222;CD00;;"""KIT APRIETE BIMETALICO 1/2"""" X 2""""""";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD05;S;10,386;COP;1;AE79461
163223;CD00;;Protección Multifunción 7SJ64;24/12/2021;ZAT;FERP0301;C/U;;;ND;MD04;S;11,596,264;COP;1;AE79461
163224;CD00;;Protección Multifunción 7SJ63;20/12/2021;ZAT;FERP0301;C/U;;;ND;MD04;S;10,723,932;COP;1;AE79461
163225;CD00;;Bolsa transp. polietileno 18X35 cm cal 5;10/2/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163226;CD00;;Bolsa transp. polietileno 56X70 cm cal 5;3/12/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163227;CD00;;CAJA EMPALME CABLE OPGW-24 H;2/8/2024;ZAT;FEAT0103;C/U;;;ND;MD04;S;2,982,715;COP;1;AE79461
163228;CD00;;CRUCETAS CAJA DE EMPALME CABLE OPGW-24 H;1/4/2024;ZAT;FEEM0701;C/U;;;ND;MD04;S;521,274;COP;1;AE79461
163229;CD00;;CAJA EMPALME 3 PUNTAS DE F.O. 24H;24/5/2019;ZAT;FEAT0103;C/U;;;ND;MD04;S;1,602,000;COP;1;AE79461
163230;CD00;;Tarjeta CBA control reconectador W&B;30/12/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;143;COP;1;AE79461
163231;CD00;;Modulo Cape para Nulec ADVC II y III;1/6/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;8,265,600;COP;1;AE79461
163232;CD00;;Tarjeta SDP control reconectador W&B;30/12/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163233;CD00;;"""Caja Polim Deriv Acom Perno Seg1/4"""" es";2/11/2024;ZMBT;FEAT0103;C/U;;;ND;MD04;S;179,626;COP;1;AE79461
163234;CD00;;"""Caja Med Bicuer sin acc Perno Seg1/4""""e";28/12/2022;ZMBT;FEAT0104;C/U;;;ND;MD04;S;271,608;COP;1;AE79461
163235;CD00;;CELDA MT DE MEDIDA Y REMONTE;28/10/2021;ZMBT;FEQE1500;C/U;;;ND;MD04;S;1;COP;1;AE79461
163236;CD00;;"""KIT APRIETE BIMETALICO 3/8"""" X 2""""""";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD05;S;8,574;COP;1;AE79461
163237;CD00;;BRAZO ANTIBALANCEO 15KV PARA SOP TIPO 1;23/3/2023;ZMBT;FEEM1400;C/U;;;ND;MD05;S;27,240;COP;1;AE79461
163238;CD00;;BRAZO ANTIBALANCEO 35KV PARA SOP TIPO 2;23/3/2023;ZMBT;FEEM1400;C/U;;;ND;MD05;S;47,823;COP;1;AE79461
163239;CD00;;GUACAL REPUESTOS CELDAS INTERR MT;19/9/2024;ZAT;FEQE1500;C/U;;;ND;MD04;S;79,156;COP;1;AE79461
163240;CD00;;BATERIA SELLADA PLOMO ACIDO 12V 28A-H;4/6/2024;ZAT;FEAP0100;C/U;;;ND;MD04;S;571,221;COP;1;AE79461
163241;CD00;;SELECTOR 3 POSIC CON RETORNO REF M3SS2;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;37,085;COP;1;AE79461
163242;CD00;;CONTAC AUX SECCIONAD 650KV 2000A;20/12/2021;ZAT;FEQE1500;C/U;;;ND;MD04;S;395;COP;1;AE79461
163243;CD00;;MECANISMO ACCIONAM INTERR 1050KV 2KA;28/10/2021;ZAT;FEQE1500;C/U;;;ND;MD04;S;1;COP;1;AE79461
163244;CD00;;Mesa calibración medidores Landis & Gyr.;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163245;CD00;;Sensor de medida para Media Tensión;20/6/2022;ZMBT;FSME0105;C/U;;;ND;MD05;S;19,235,130;COP;1;AE79461
163246;CD00;;TARJETA CONTROL SCEM11B U27 RC NULEC;1/9/2023;ZMAT;FEMI0400;C/U;;;ND;MD10;S;3,100,521;COP;1;AE79461
163247;CD00;;Banco de baterías abierto 420 Ah;31/10/2023;ZAT;FEAP0100;C/U;;;ND;MD04;S;120,343,737;COP;1;AE79461
163248;CD00;;INDICADOR DE FALLA SUBTERRÁNEO 2600-S;30/12/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;596;COP;1;AE79461
163249;CD00;;TARJETA CONTROL SCEM11C N38 RC NULEC38kV;3/12/2021;ZMAT;FEMI0400;C/U;;;ND;MD10;S;3,444,174;COP;1;AE79461
163250;CD00;;CONDENSADORES SECOS RETAL INSERVIBLE;23/3/2023;ZMAT;SRTS0900;KG;;;ND;MD07;S;0;COP;1;AE79461
163251;CD00;;TABLERO CONTROL Y PROTECCION CENTRO URB.;7/3/2022;ZAT;FERP0301;C/U;;;ND;MD04;S;2;COP;1;AE79461
163252;CD00;;"""EXTRACTOR AXIAL 16"""" ANTIEXPLOSIÓN""";28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1,432,760;COP;1;AE79461
163253;CD00;;GUACAL CONSERVADOR TUBERÍAS Y ACCESORIOS;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163254;CD00;;GUCAL ACCESORIOS DE REPUESTO;28/10/2021;ZAT;FEQE1500;C/U;;;ND;MD04;S;1;COP;1;AE79461
163255;CD00;;SELLO PARA DUCTO EN RESINA;28/10/2021;ZMBT;FEAT0101;C/U;;;ND;MD04;S;22,600;COP;1;AE79461
163256;CD00;;GUACAL REPUESTOS SSEE CUAN;20/12/2021;ZAT;FEQE1500;C/U;;;ND;MD04;S;79,156;COP;1;AE79461
163257;CD00;;TABLERO REGULACION TRAFO POTENCIA S-E LG;7/3/2022;ZAT;FERP0301;C/U;;;ND;MD04;S;1;COP;1;AE79461
163258;CD00;;CAJA TERMINALES 115kV TIPO EXT S/E CUAN;7/3/2022;ZAT;FEQE1500;C/U;;;ND;MD04;S;299,198;COP;1;AE79461
163259;CD00;;Piezas de presion montaje pasatapas;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163260;CD00;;TABLERO REGULACION TRAFO POTENCIA S-E TU;7/3/2022;ZAT;FERP0301;C/U;;;ND;MD04;S;2;COP;1;AE79461
163261;CD00;;BULTO PLANTILLAS POSTES METALICOS;20/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;7,915;COP;1;AE79461
163262;CD00;;CELDA RMU MT SF6;28/10/2021;ZMBT;FEQE1500;C/U;;;ND;MD04;S;21,374,273;COP;1;AE79461
163263;CD00;;TABLERO TRANSFERENCIA AUTOMATICA BT;7/3/2022;ZMBT;FEQE1500;C/U;;;ND;MD04;S;1;COP;1;AE79461
163264;CD00;;"""TUBO DE CU 2"""" X 150 CM""";28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;185,073;COP;1;AE79461
163265;CD00;;"""TUBO DE CU 2"""" X 130 CM""";28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;185,073;COP;1;AE79461
163266;CD00;;Terminal Server RS416NC;10/3/2023;ZMAT;FEMI0400;C/U;;;ND;MD12;S;7,308,000;COP;1;AE79461
163267;CD00;;SELLO DE SEGURIDAD TIPO KROK NEGRO;26/10/2024;ZMBT;FEMI0400;C/U;;;ND;MD05;S;377;COP;1;AE79461
163268;CD00;;GUACAL REPUESTOS CELDAS S-E SALITRE;28/10/2021;ZAT;FEQE1500;C/U;;;ND;MD04;S;1;COP;1;AE79461
163269;CD00;;GUACAL REPUESTOS CELDAS MOVILES SCHNEIDE;28/10/2021;ZAT;FEQE1500;C/U;;;ND;MD04;S;1;COP;1;AE79461
163270;CD00;;EQUIPO RECARGA BYD EVA040KI/01 CON ACCS;28/10/2021;ZMAT;FEAP0200;C/U;;;ND;MD12;S;395;COP;1;AE79461
163271;CD00;;SWITCH 2025 CISCO CON ACCESORIOS;28/10/2021;ZMAT;FEMI0400;C/U;;;ND;MD12;S;10,483,504;COP;1;AE79461
163272;CD00;;"""Boquilla 1"""" 1/4 para Tubo Metálico""";13/6/2024;ZMBT;FEMI0400;C/U;;;ND;MD05;S;39;COP;1;AE79461
163273;CD00;;GABINETE CONTROL SECCIONADOR MT;7/3/2022;ZAT;FERP0301;C/U;;;ND;MD04;S;27,704;COP;1;AE79461
163274;CD00;;GABINETE COMUNICACIONES GPRS S-E VACIO;28/10/2021;ZAT;FEQE1000;C/U;;;ND;MD04;S;15,831;COP;1;AE79461
163275;CD00;;GABINETE CALIDAD DE POTENCIA S-E MT/MT;28/10/2021;ZAT;FEQE1000;C/U;;;ND;MD04;S;5,402,992;COP;1;AE79461
163276;CD00;;ESPACIADOR SECUNDARIO DE 4 POSICIONES BT;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163277;CD00;;PROTECCION DIFERENCIAL BARRA 8 CAMPOS;28/10/2021;ZAT;FERP0600;C/U;;;ND;MD04;S;1;COP;1;AE79461
163278;CD00;;TARJETA FUENTE ALIMENTACIÓN RC COOPER;6/7/2020;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163279;CD00;;BANCO DE BATERIAS 125Vcc, 680 Ah, 62 UN;30/12/2021;ZAT;FEAP0100;C/U;;;ND;MD04;S;1;COP;1;AE79461
163280;CD00;;CAJA TUBERIA Y SOPORTES TRAFO 40MVA;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;2,031,250;COP;1;AE79461
163281;CD00;;CAJA REPTO BOBINA BCOS CONDENS SE UBATE;20/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;19,789;COP;1;AE79461
163282;CD00;;CAJA REP CT DESBAL BCOS CONDENS SE UBATE;26/4/2024;ZAT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163283;CD00;;CAJA REP UND CAPAC BCOS CONDENS SE UBATE;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;19,789;COP;1;AE79461
163284;CD00;;REPUESTOS BCOS CONDENSADORES S/E UBATE;28/10/2021;ZAT;FECO0202;C/U;;;ND;MD04;S;1;COP;1;AE79461
163285;CD00;;CELDA MEDIDA 17.5KV 2500A 25KA T INT;11/2/2023;ZAT;FEQE2400;C/U;;;ND;MD04;S;111,589,647;COP;1;AE79461
163286;CD00;;CELDA ENTRADA 17.5KV 2500A 25KA T INT;11/2/2023;ZAT;FEQE2400;C/U;;;ND;MD04;S;144,212,336;COP;1;AE79461
163287;CD00;;CELDA SALIDA 17.5KV 2500A 25KA T INT;3/4/2023;ZAT;FEQE2400;C/U;;;ND;MD04;S;123,216,261;COP;1;AE79461
163288;CD00;;BANCO DE BATERIAS 60AH CON CARGADOR 20A;27/3/2023;ZMBT;FEAP0100;C/U;;;ND;MD04;S;38,426,601;COP;1;AE79461
163289;CD00;;FUENTE ALMENTACION TABLERO CTROL RECONEC;3/12/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1,724,400;COP;1;AE79461
163290;CD00;;CELDA AGRUPAMIENTO AUTOTRAFO 300MVA;20/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;131,478,755;COP;1;AE79461
163291;CD00;;CELDA SISTEMA AUTOMATIZACION SUBESTACION;20/12/2021;ZAT;FEQE1500;C/U;;;ND;MD04;S;382,831,337;COP;1;AE79461
163292;CD00;;ROLLO DE LIJA DE 2.54X4500CM;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;340,336;COP;1;AE79461
163293;CD00;;PALO DE MASILLA 17.7CM;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;93,917;COP;1;AE79461
163294;CD00;;CARTUCHO CON SELLANTE DE DOS PARTES;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;146,271;COP;1;AE79461
163295;CD00;;LIMPIADOR DESENGRASANTE X 0.95L;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;156,137;COP;1;AE79461
163296;CD00;;HERRAMIENTA DISPENSADORA;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;216,437;COP;1;AE79461
163297;CD00;;Módulo de control SMC PLC;28/10/2021;ZMBT;FERP0301;C/U;;;ND;MD04;S;1,043,004;COP;1;AE79461
163298;CD00;;EQUIPO SUPLENCIA BT 200-630A;30/12/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;11,873;COP;1;AE79461
163299;CD00;;CELDA ENTRADA 36KV 1250A 16KA T INT S-E;11/2/2023;ZAT;FEQE2400;C/U;;;ND;MD04;S;204,638,437;COP;1;AE79461
163300;CD00;;CELDA SALIDA 36KV 1250A 16KA T INT S-E;11/2/2023;ZAT;FEQE2400;C/U;;;ND;MD04;S;207,914,768;COP;1;AE79461
163301;CD00;;CELDA MEDIDA 36KV 1250A 16KA T INT S-E;11/2/2023;ZAT;FEQE2400;C/U;;;ND;MD04;S;171,459,285;COP;1;AE79461
163302;CD00;;Módulo de control SMC PLC T4;28/10/2021;ZMBT;FERP0301;C/U;;;ND;MD04;S;1;COP;1;AE79461
163303;CD00;;GABINETE PARA INSTALACION EXTERNA;28/10/2021;ZMBT;FEQE0700;C/U;;;ND;MD04;S;1;COP;1;AE79461
163304;CD00;;CABLE NORMALIZADO DE CONEXIÓN UP-IMS;28/10/2021;ZMBT;FECA1700;M;;;ND;MD04;S;80,877;COP;1;AE79461
163305;CD00;;CABLE NORMALIZADO DE CONEXIÓN UP-RGDAT;28/10/2021;ZMBT;FECA1700;M;;;ND;MD04;S;73,515;COP;1;AE79461
163306;CD00;;KIT INVERSORES 10KW 208V CON MONITOREO;28/10/2021;ZAT;FEQE2800;C/U;;;ND;MD05;S;1;COP;1;AE79461
163307;CD00;;Freno riel Omega Paso 6,5 mm. Gris;20/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;996;COP;1;AE79461
163308;CD00;;CAJA RADIADORES TRAFO POTENCIA;20/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;19,789;COP;1;AE79461
163309;CD00;;MODULO SIM RECONECTADOR;2/11/2024;ZMBT;FERP0301;C/U;;;ND;MD04;S;13,313,261;COP;1;AE79461
163310;CD00;;MODULO PANEL CONTRL DISPLAY RECONECTADOR;19/7/2022;ZMBT;FERP0301;C/U;;;ND;MD04;S;5,674,221;COP;1;AE79461
163311;CD00;;MODULO RELE PROTECCION RECONECTADOR;1/10/2024;ZMBT;FERP0301;C/U;;;ND;MD04;S;9,082,811;COP;1;AE79461
163312;CD00;;Placa Al 1mm Carac alfanum 300x94mm;27/3/2023;ZAT;FELC1700;C/U;;;ND;MD05;S;8,925;COP;1;AE79461
163313;CD00;;Placa Al 1mm Carac alfanum 220x94mm;27/3/2023;ZAT;FELC1700;C/U;;;ND;MD05;S;10,115;COP;1;AE79461
163314;CD00;;Placa Al 1mm Solo logo Codensa 50x20mm;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;3,570;COP;1;AE79461
163315;CD00;;Sticker vinilo Difer colores 60x30mm;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;6,188;COP;1;AE79461
163316;CD00;;Placa Acrí 2mm Carac alfanum 300x70mm;27/3/2023;ZAT;FELC1700;C/U;;;ND;MD05;S;23,800;COP;1;AE79461
163317;CD00;;Placa Acrí 2mm Carac alfanum 400x70mm;27/3/2023;ZAT;FELC1700;C/U;;;ND;MD05;S;29,750;COP;1;AE79461
163318;CD00;;Placa Acrí 2mm Carac alfanum 500x70mm;27/3/2023;ZAT;FELC1700;C/U;;;ND;MD05;S;9,520;COP;1;AE79461
163319;CD00;;Placa Acrí 2mm Carac alfanum 40x13mm;27/3/2023;ZAT;FELC1700;C/U;;;ND;MD05;S;3,570;COP;1;AE79461
163320;CD00;;Placa Acrí 2mm Carac alfanum en dm2;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163321;CD00;;Porta placa Acrílica 2mm 300x70mm;27/3/2023;ZAT;FELC1700;C/U;;;ND;MD05;S;1;COP;1;AE79461
163322;CD00;;Porta placa Acrílica 2mm 400x70mm;27/3/2023;ZAT;FELC1700;C/U;;;ND;MD05;S;1;COP;1;AE79461
163323;CD00;;Porta placa Acrílica 2mm 500x70mm;27/3/2023;ZAT;FELC1700;C/U;;;ND;MD05;S;21,420;COP;1;AE79461
163324;CD00;;Porta placa Acrílica 2mm 600x70mm;27/3/2023;ZAT;FELC1700;C/U;;;ND;MD05;S;1;COP;1;AE79461
163325;CD00;;Porta placa Acrílica 2mm en dm2;28/10/2021;ZAT;FEMI0400;CM2;;;ND;MD05;S;1;COP;1;AE79461
163326;CD00;;Autoadhesivos equipo GIS;28/10/2021;ZAT;FEMI0400;CM2;;;ND;MD05;S;1;COP;1;AE79461
