Material;Centro;Clase de valoración;Texto breve de material;Última modificación;Tipo material;Grupo de artículos;Unidad medida base;Grupo de compras;Indicador ABC;Caract.planif.nec.;Categoría valoración;Control de precios;Precio;Moneda;Cantidad base;Creado por
231059;CD00;;Poste Concreto 14m, 1050 Kg con PAT;7/3/2022;ZMBT;FESO1600;C/U;;;ND;MD04;S;948,252;COP;1;AE79461
231060;CD00;;POSTE DE CONCRETO DE 16 MTRS 1050 KG;7/3/2022;ZMBT;FESO1600;C/U;;;ND;MD04;S;1,350,006;COP;1;AE79461
231061;CD00;;CRUCETA DE MADERA 3 X 0,1 X 0,1 m;20/12/2021;ZMBT;FESO1700;C/U;;;ND;MD04;S;94,332;COP;1;AE79461
231062;CD00;;Poste Metálico 16m x 1050Kg;2/11/2024;ZMBT;FESO2000;C/U;;;ND;MD04;S;4,231,324;COP;1;AE79461
231063;CD00;;POSTE AP TRES SECCIONES 17 M;7/3/2022;ZMBT;FESO2603;C/U;;;ND;MD04;S;1;COP;1;AE79461
231064;CD00;;POSTE METAL 27M 3SECC R2 30° 605/315 MCM;31/5/2024;ZAT;FESO1900;C/U;;;ND;MD04;S;156,673,861;COP;1;AE79461
231065;CD00;;POSTE METAL 27M 3SECC R4 60° 605/315 MCM;2/8/2024;ZAT;FESO3200;C/U;;;ND;MD04;S;207,006,802;COP;1;AE79461
231066;CD00;;Poste Fibra de Vidrio 12mx1050 Kgf;2/10/2024;ZMBT;FESO2100;C/U;;;ND;MD04;S;2,459,675;COP;1;AE79461
231067;CD00;;Poste Fibra de Vidrio 14mx750 Kgf;7/3/2022;ZMBT;FESO2100;C/U;;;ND;MD04;S;2,110,620;COP;1;AE79461
231068;CD00;;Poste Fibra de Vidrio 10mx 510Kgf;7/3/2022;ZMBT;FESO2100;C/U;;;ND;MD04;S;1,235,478;COP;1;AE79461
231069;CD00;;Poste Fibra de Vidrio 10 mx1050 Kgf;2/11/2024;ZMBT;FESO2100;C/U;;;ND;MD04;S;2,165,741;COP;1;AE79461
231070;CD00;;Poste Fibra de Vidrio 12mx510 Kgf;14/7/2023;ZMBT;FESO2100;C/U;;;ND;MD04;S;1,278,396;COP;1;AE79461
231071;CD00;;Poste Fibra de Vidrio 12mx750 Kgf;7/3/2022;ZMBT;FESO2100;C/U;;;ND;MD04;S;1,850,382;COP;1;AE79461
231072;CD00;;Poste Fibra de Vidrio 14mx1050 Kgf;7/3/2022;ZMBT;FESO2100;C/U;;;ND;MD04;S;3,275,836;COP;1;AE79461
231073;CD00;;ESTRUCTURA CASA GIS S-E CENTRO URBANO;28/10/2021;ZAT;FESO1300;C/U;;;ND;MD04;S;395;COP;1;AE79461
231074;CD00;;SECCIÓN A PARA POSTE TIPO S1-315;7/3/2022;ZAT;FESO1900;C/U;;;ND;MD04;S;1;COP;1;AE79461
231075;CD00;;SECCIÓN B PARA POSTE TIPO S1-315;7/3/2022;ZAT;FESO1900;C/U;;;ND;MD04;S;1;COP;1;AE79461
231076;CD00;;SECCIÓN C PARA POSTE TIPO S1-315;7/3/2022;ZAT;FESO1900;C/U;;;ND;MD04;S;1;COP;1;AE79461
231077;CD00;;SECCIÓN A PARA POSTE TIPO DT-315;7/3/2022;ZAT;FESO1900;C/U;;;ND;MD04;S;1;COP;1;AE79461
231078;CD00;;SECCIÓN A PARA POSTE TIPO R5-315;7/3/2022;ZAT;FESO1900;C/U;;;ND;MD04;S;1;COP;1;AE79461
231079;CD00;;SECCIÓN B PARA POSTE TIPO DT-315;7/3/2022;ZAT;FESO1900;C/U;;;ND;MD04;S;1;COP;1;AE79461
231080;CD00;;SECCIÓN B PARA POSTE TIPO R5-315;7/3/2022;ZAT;FESO1900;C/U;;;ND;MD04;S;1;COP;1;AE79461
231081;CD00;;SECCIÓN C PARA POSTE TIPO DT-315;7/3/2022;ZAT;FESO1900;C/U;;;ND;MD04;S;1;COP;1;AE79461
231082;CD00;;SECCIÓN C PARA POSTE TIPO R5-315;7/3/2022;ZAT;FESO1900;C/U;;;ND;MD04;S;1;COP;1;AE79461
231083;CD00;;CAJA ACCESORIOS PARA POSTE TIPO R5-315;28/10/2021;ZAT;FESO1300;C/U;;;ND;MD04;S;1;COP;1;AE79461
231084;CD00;;CAJA ACCESORIOS PARA POSTE TIPO DT-315;28/10/2021;ZAT;FESO1300;C/U;;;ND;MD04;S;1;COP;1;AE79461
231085;CD00;;CAJA DE ACCESORIOS PARA POSTE S1-315;20/12/2021;ZAT;FESO1300;C/U;;;ND;MD04;S;3,562;COP;1;AE79461
231086;CD00;;POSTE FIBRA DE VIDRIO 12MX1350 KGF;7/3/2022;ZMBT;FESO2100;C/U;;;ND;MD04;S;1;COP;1;AE79461
231087;CD00;;POSTE FIBRA DE VIDRIO 14X1350 KGF 2 SECC;7/3/2022;ZMBT;FESO2100;C/U;;;ND;MD04;S;1;COP;1;AE79461
231088;CD00;;POSTE METAL 27M 3SECC R1 605/315 MCM;24/11/2023;ZAT;FESO1900;C/U;;;ND;MD04;S;119,038,860;COP;1;AE79461
231089;CD00;;CAJA ACCESORIOS PARA POSTE TIPO R4-315;20/12/2021;ZAT;FESO1300;C/U;;;ND;MD04;S;5,936;COP;1;AE79461
231090;CD00;;CAJA ACCESORIOS PARA POSTE TIPO R2-315;20/12/2021;ZAT;FESO1300;C/U;;;ND;MD04;S;5,936;COP;1;AE79461
231091;CD00;;CAJA ACCESORIOS PARA POSTE TIPO R1-315;28/10/2021;ZAT;FESO1300;C/U;;;ND;MD04;S;1;COP;1;AE79461
231092;CD00;;Poste Metálico de 14 M 1350 kgf;2/5/2024;ZMBT;FESO2000;C/U;;;ND;MD04;S;5,175,677;COP;1;AE79461
231093;CD00;;POSTE METALICO 27M SUSP 3SECC S1 630MM2;7/3/2022;ZAT;FESO1900;C/U;;;ND;MD04;S;41,129,629;COP;1;AE79461
231094;CD00;;POSTE METALICO 27M RETEN 3SECC R4 630MM2;7/3/2022;ZAT;FESO1900;C/U;;;ND;MD04;S;91,511,420;COP;1;AE79461
231095;CD00;;Poste Metálico 16m x 1350 Kg;2/2/2024;ZMBT;FESO2000;C/U;;;ND;MD04;S;6,064,350;COP;1;AE79461
231096;CD00;;TORRE METALICA EN CELOSIA;2/11/2024;ZAT;FESO2603;KG;;;ND;MD04;S;6,223;COP;1;AE79461
231097;CD00;;CRUCETA METALICA EN ANGULO 1190X65X65;10/3/2023;ZMBT;FESO2602;C/U;;;ND;MD04;S;28,420;COP;1;AE79461
231098;CD00;;POSTE METAL 32 M 3SECC RETENCION TIPO R3;7/3/2022;ZAT;FESO2603;C/U;;;ND;MD04;S;183,422,225;COP;1;AE79461
231099;CD00;;POSTE METAL 32 M 3SECC RETENCION TIPO R5;7/3/2022;ZAT;FESO2603;C/U;;;ND;MD04;S;95,852,289;COP;1;AE79461
231100;CD00;;POSTE METAL 27M 3 SECC R2 605/315 8 BRAZ;20/6/2022;ZAT;FESO3200;C/U;;;ND;MD04;S;233,258,581;COP;1;AE79461
231101;CD00;;POSTE METAL 27M 3 SECC R4 605/315 9 BRAZ;7/3/2022;ZAT;FESO1900;C/U;;;ND;MD04;S;94,719,021;COP;1;AE79461
231102;CD00;;POSTE METAL 35M R2 4 CIRCUITOS 315MM2;20/6/2022;ZAT;FESO3200;C/U;;;ND;MD04;S;158,664,553;COP;1;AE79461
231103;CD00;;POSTE METAL 35M R2E 4 CIRCUITOS 315MM2;20/6/2022;ZAT;FESO3200;C/U;;;ND;MD04;S;158,665,614;COP;1;AE79461
231104;CD00;;POSTE METAL 35M R3 4 CIRCUITOS 315MM2;20/6/2022;ZAT;FESO3200;C/U;;;ND;MD04;S;186,934,717;COP;1;AE79461
231105;CD00;;POSTE METAL 35M R4 4 CIRCUITOS 315MM2;25/10/2024;ZAT;FESO3200;C/U;;;ND;MD04;S;446,328,929;COP;1;AE79461
231106;CD00;;POSTE METAL 35M R5 4 CIRCUITOS 315MM2;20/6/2022;ZAT;FESO3200;C/U;;;ND;MD04;S;214,164,107;COP;1;AE79461
231107;CD00;;POSTE METAL 16M S1 2 CIRCUITOS 315MM2;9/5/2023;ZAT;FESO3200;C/U;;;ND;MD04;S;27,178,637;COP;1;AE79461
231108;CD00;;POSTE METAL 35M S1 4 CIRCUITOS 315MM2;20/6/2022;ZAT;FESO3200;C/U;;;ND;MD04;S;84,936,080;COP;1;AE79461
231109;CD00;;POSTE METAL 35M S2 4 CIRCUITOS 315MM2;20/6/2022;ZAT;FESO3200;C/U;;;ND;MD04;S;98,684,358;COP;1;AE79461
231110;CD00;;POSTE METAL 45M 6 CIRCUITOS 315MM2;4/1/2023;ZAT;FESO3200;C/U;;;ND;MD04;S;345,957,616;COP;1;AE79461
231111;CD00;;TORRE METALICA TN606;28/10/2021;ZAT;FESO2500;C/U;;;ND;MD04;S;4,749,379;COP;1;AE79461
231112;CD00;;TORRE METALICA TN600;28/10/2021;ZAT;FESO2500;C/U;;;ND;MD04;S;79,582,279;COP;1;AE79461
231113;CD00;;Pernos poste met.32 m tipo R3 3 secc.;19/7/2021;ZAT;FESO1900;C/U;;;ND;MD04;S;34,408,700;COP;1;AE79461
231114;CD00;;Pernos poste met 32 m tipo R5 3 secc.;28/10/2021;ZAT;FESO1900;C/U;;;ND;MD04;S;18,343,662;COP;1;AE79461
231115;CD00;;Pernos poste met. 27 m R2 3 secc y 8 br;28/10/2021;ZAT;FESO1900;C/U;;;ND;MD04;S;12,231,696;COP;1;AE79461
231116;CD00;;Pernos poste met 27 m R4 3 secc y 9 br;28/10/2021;ZAT;FESO1900;C/U;;;ND;MD04;S;17,768,136;COP;1;AE79461
231117;CD00;;Pernos poste met. 27 m R1 - 3 secciones;19/9/2024;ZAT;FESO1900;C/U;;;ND;MD04;S;9,135,926;COP;1;AE79461
231118;CD00;;Pernos poste met. 27 m S1 - 3 secciones;28/10/2021;ZAT;FESO1900;C/U;;;ND;MD04;S;6,881,625;COP;1;AE79461
231119;CD00;;Pernos poste met. 27 m R2 - 3 secciones;19/7/2021;ZAT;FESO1900;C/U;;;ND;MD04;S;12,926,937;COP;1;AE79461
231120;CD00;;Pernos poste met. 27 m R4 - 3 secciones;28/10/2021;ZAT;FESO1900;C/U;;;ND;MD04;S;15,832,030;COP;1;AE79461
231121;CD00;;Pernos poste met. 27 m R5 - 3 secciones;28/10/2021;ZAT;FESO1900;C/U;;;ND;MD04;S;12,546,583;COP;1;AE79461
231122;CD00;;Poste Metálico 20m x 1050Kg ET208;7/3/2022;ZAT;FESO1900;C/U;;;ND;MD04;S;3,150,000;COP;1;AE79461
231123;CD00;;POSTE METAL 33M R2E 3335;7/3/2022;ZAT;FESO1900;C/U;;;ND;MD04;S;110,000,000;COP;1;AE79461
231124;CD00;;POSTE METAL 33M R5E 3334;7/3/2022;ZAT;FESO1900;C/U;;;ND;MD04;S;150,000,000;COP;1;AE79461
231125;CD00;;"""Poste fibra de vidrio 5m 250kgf 4""""""";7/3/2022;ZMBT;FESO2100;C/U;;;ND;MD04;S;398,650;COP;1;AE79461
231126;CD00;;"Poste fibra vidrio 7 m 4""";7/3/2022;ZMBT;FESO2100;C/U;;;ND;MD04;S;500,000;COP;1;AE79461
231130;CD00;;ESTRUCTURA METALICA PARA SUBESTACIONES;28/10/2021;ZAT;FESO2603;KG;;;ND;MD04;S;4,202,131;COP;1;USRDM03
240080;CD00;;"""Diag met ang 1 1/2""""x1 1/2""""x3/16""""x220";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;38,291;COP;1;AE79461
240081;CD00;;"""Varilla de Anclaje 3/4""""x2m Galvanizada";20/6/2022;ZMBT;FEEM1400;C/U;;;ND;MD04;S;22,129;COP;1;AE79461
240082;CD00;;"""Diag met ang 1 1/2""""X1 1/2""""X3/16"""" X14";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;21,863;COP;1;AE79461
240083;CD00;;"""Diagonal Metálicaen varilla5/8"""" X 770""";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;6,244;COP;1;AE79461
240084;CD00;;"""Diagonal Metálica varilla 3/4"""" X 770""";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;8,268;COP;1;AE79461
240085;CD00;;"""ESPIRAL 1/2"""" PATCH CORD""";20/12/2021;ZAT;FEEM1000;C/U;;;ND;MD04;S;2,160;COP;1;AE79461
250001;CD00;;Cruceta fibra vidrio 2.5X0.1X0.1m gris;20/6/2022;ZMBT;FESO2100;C/U;;;ND;MD04;S;328,442;COP;1;USER_TAM
250002;CD00;;sujeción cable MT aislado a poste;24/8/2023;ZMBT;FEEM2000;C/U;;;ND;MD04;S;100,000;COP;1;USER_TAM
250003;CD00;;Sujeción cable MT a cruceta;24/8/2023;ZMBT;FEEM2000;C/U;;;ND;MD04;S;50,000;COP;1;USER_TAM
250029;CD00;;Conjunto Suspensión simple cable LISBON;15/8/2023;ZAT;FEEM0701;C/U;;;ND;MD05;S;481,982;COP;1;USER_TAM
250030;CD00;;Retención pistola cable Lisbon;16/8/2023;ZAT;FEEM0701;C/U;;;ND;MD05;S;3,245,037;COP;1;USER_TAM
250031;CD00;;Amortiguador Stockbridge cable LISBON;16/8/2023;ZAT;FEEM0701;C/U;;;ND;MD05;S;207,099;COP;1;USER_TAM
250067;CD00;;Conjunto Suspen simple cable GSC003/60;9/10/2023;ZAT;FEEM0701;C/U;;;ND;MD04;S;242,113;COP;1;USER_TAM
250068;CD00;;Conjunto RETENCIÓN cable ACSR GSC003/60;9/10/2023;ZAT;FEEM0701;C/U;;;ND;MD04;S;263,781;COP;1;USER_TAM
250070;CD00;;Amortiguador Stockbridge ACSR GSC003/60;9/10/2023;ZAT;FEEM0701;C/U;;;ND;MD04;S;259,406;COP;1;USER_TAM
250071;CD00;;AMORTIGUADOR STOCKBRIDGE CABLE GSC003/72;9/10/2023;ZAT;FEEM0701;C/U;;;ND;MD04;S;30,264;COP;1;USER_TAM
250072;CD00;;CONJ HERRAJE SUSPEN CABLE AAAC 681;9/10/2023;ZAT;FEEM0701;C/U;;;ND;MD04;S;21,617;COP;1;USER_TAM
250073;CD00;;CONJ HERRAJE RETENCIÓN CABLE AAAC 681;18/9/2024;ZAT;FEEM0701;C/U;;;ND;MD04;S;21,617;COP;1;USER_TAM
251350;CD00;;APAREJO TRIPLE POLEA M-242-250-27CARGA 2;28/10/2021;ZMBT;FEEM0702;C/U;;;ND;MD04;S;311,135;COP;1;AE79461
251351;CD00;;ANTENALLA PARA CABLE DE 6 A 1/0;28/10/2021;ZMBT;FEEM2000;C/U;;;ND;MD04;S;1;COP;1;AE79461
251352;CD00;;Pasatapa AT TRENCH 3-419732;27/12/2021;ZAT;FEEM0701;C/U;;;ND;MD04;S;791;COP;1;AE79461
251353;CD00;;Pasatap BT CEPASPE 20F/3150,empaq-herraj;28/10/2021;ZAT;FEEM0702;C/U;;;ND;MD04;S;791;COP;1;AE79461
251354;CD00;;PERCHA PORTA AISLADOR DE 5 PUESTOS;11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;34,445;COP;1;AE79461
251355;CD00;;Grapa Operar Caliente 16-160 a 16-100mm2;2/11/2024;ZMBT;FELC0800;C/U;;;ND;MD04;S;54,186;COP;1;AE79461
251356;CD00;;"""Grapa prensadora 3 torn. 1/4"""" a 3/8""""""";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;6,566;COP;1;AE79461
251357;CD00;;Percha porta Aislador de 2 puestos;11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;13,223;COP;1;AE79461
251358;CD00;;Percha porta Aislador de 4 puestos;11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;24,158;COP;1;AE79461
251359;CD00;;Grapa Terminal metálica recta 63-125mm2;2/11/2024;ZMBT;FEEM1400;C/U;;;ND;MD04;S;53,681;COP;1;AE79461
251360;CD00;;"""Esparrago 5/8"""" x 18""""""";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;5,596;COP;1;AE79461
251361;CD00;;ABRAZADERA SIN SALIDA, TIPO-E, 267mm, PL;2/10/2024;ZMBT;FEEM1400;C/U;;;ND;MD04;S;200,266;COP;1;AE79461
251362;CD00;;"""Tuerca Ojo Alargado 5/8""""""";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;5,801;COP;1;AE79461
251363;CD00;;"""Tornillo Carruaje 5/8"""" X 1 1/2"""", tipo";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;786;COP;1;AE79461
251364;CD00;;"""Tornillo de Acero Galvanizado 5/8 X 5""""";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;1,919;COP;1;AE79461
251365;CD00;;Percha porta Aislador de 1 puesto;11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;6,435;COP;1;AE79461
251366;CD00;;Grapa retención 33.185kCM6000 KgPistol;28/10/2021;ZAT;FEEM0702;C/U;;;ND;MD04;S;1;COP;1;AE79461
251367;CD00;;"""Guardacabo tipo 3, para Cable de 3/8""""""";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;1,069;COP;1;AE79461
251368;CD00;;"""Guardacabo tipo 1, para Cable de 1/4""""""";28/10/2021;ZMBT;FEEM0702;C/U;;;ND;MD04;S;321;COP;1;AE79461
251369;CD00;;"""Tornillo Carruaje 1/2""""x1 1/2""""""";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;458;COP;1;AE79461
251370;CD00;;"""Tornillo de Acero Galvanizado 1/2"""" X 3";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;1,133;COP;1;AE79461
251371;CD00;;"""Tornillo Carruaje 5/8"""" X 3"""", tipo 1""";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;1,059;COP;1;AE79461
251372;CD00;;"""Tornillo de Acero Galvanizado 5/8 X 6""""";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;2,504;COP;1;AE79461
251373;CD00;;"Tornillo de Acero Galvanizado 5/8 X 10""";28/10/2021;ZMBT;FEEM0702;C/U;;;ND;MD04;S;3,006;COP;1;AE79461
251374;CD00;;Tornillo de Acero Galvanizado 5/8 X 12;11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;3,059;COP;1;AE79461
251375;CD00;;"""Esparrago 5/8"""" X 20""""""";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;8,262;COP;1;AE79461
251376;CD00;;"""Esparrago 5/8"""" x 24""""""";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;8,056;COP;1;AE79461
251377;CD00;;"""Tornillo Acero Galvanizado 1/2"""" X 6 1/";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;1,831;COP;1;AE79461
251378;CD00;;Grapa Terminal metálica recta 25-63 mm2;2/11/2024;ZMBT;FEEM1400;C/U;;;ND;MD04;S;42,050;COP;1;AE79461
251379;CD00;;Conector perforación(IPC)16-95 a 4-35mm2;2/11/2024;ZMBT;FELC0900;C/U;;;ND;MD04;S;11,028;COP;1;AE79461
251380;CD00;;Tensor acometida monofa y/o trifasica;2/11/2024;ZMBT;FEEM1400;C/U;;;ND;MD04;S;2,840;COP;1;AE79461
251381;CD00;;Soporte Anclaje Tensor acometida aérea;11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;2,314;COP;1;AE79461
251382;CD00;;CONECTOR T/PERFORACION AISL 2/0-4,1/0-4A;28/10/2021;ZMBT;FEEM1901;C/U;;;ND;MD04;S;1;COP;1;AE79461
251383;CD00;;Percha porta Aislador de 3 puestos;11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;19,244;COP;1;AE79461
251384;CD00;;PORTA-AISLADOR GOLOSO D 34.5 kV, NR 714.;28/10/2021;ZMBT;FEEM2000;C/U;;;ND;MD04;S;11,248;COP;1;AE79461
251385;CD00;;"""Esparrago 5/8"""" X 10""""""";20/12/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;4,683;COP;1;AE79461
251386;CD00;;"""Esparrago 5/8"""" x 12""""""";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;4,100;COP;1;AE79461
251387;CD00;;"""Espárrago de 5/8"""" X 14""""""";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;5,162;COP;1;AE79461
251388;CD00;;"""Diagonal angulo 1-1/2""""X1.78m, tipo 1""";11/2/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;26,086;COP;1;AE79461
251389;CD00;;Soporte para Seccionador de BT 160 A;2/11/2024;ZMBT;FEEM1400;C/U;;;ND;MD04;S;17,024;COP;1;AE79461
251390;CD00;;ADAPTADOR CUENCA-OJO, 25000 LBS;28/10/2021;ZAT;FEEM0701;C/U;;;ND;MD04;S;37,670;COP;1;AE79461
251391;CD00;;GRAPA SUSPENSION CABLE ACSR 605 MCM;24/5/2019;ZAT;FEEM0701;C/U;;;ND;MD04;S;67,937;COP;1;AE79461
251392;CD00;;GRILLETE CAT. 4H733A;13/10/2022;ZAT;FEEM0702;C/U;;;ND;MD04;S;104,705;COP;1;AE79461
251393;CD00;;BRAZO SOPORTE 2.5MT POSTE SUM1, SUM 15,S;28/10/2021;ZAT;FEEM0701;C/U;;;ND;MD04;S;249,147;COP;1;AE79461
251394;CD00;;ADAPTADOR ANILLO-ROTULA, 25000 LBS, REF:;20/12/2021;ZAT;FEEM0701;C/U;;;ND;MD04;S;3;COP;1;AE79461
251395;CD00;;BAYONETA ANGULO SENCILLA SUSPENSION 1.2m;13/6/2024;ZMBT;FEEM0702;C/U;;;ND;MD04;S;60,636;COP;1;AE79461
251396;CD00;;Arandela cuadrada uso poste fibra ET460;28/10/2021;ZMBT;FEEM0702;C/U;;;ND;MD04;S;3,787;COP;1;AE79461
251397;CD00;;ABRAZADERA SIN SALIDA, TIPO-F, 318mm, PL;6/3/2024;ZMBT;FEEM1400;C/U;;;ND;MD04;S;90,629;COP;1;AE79461
251398;CD00;;GRAPA SUSPENSION CONDUCTOR SR 33 6.4 MCM;28/10/2021;ZAT;FEEM0701;C/U;;;ND;MD04;S;48,849;COP;1;AE79461
251399;CD00;;GRAPA SUSPENSION CABLE T- 320 05 CONDUIT;1/8/2023;ZAT;FEEM0701;C/U;;;ND;MD04;S;0;COP;1;AE79461
251400;CD00;;"""GRAPA TIPO GRILLETE PARA CABLE 3/8"""" EX";20/12/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;7,066;COP;1;AE79461
251401;CD00;;Arandela cuadrada uso cruceta fibraET460;28/10/2021;ZAT;FEEM0702;C/U;;;ND;MD04;S;62;COP;1;AE79461
251402;CD00;;ESLABÓN SENCILLO;20/6/2022;ZAT;FEEM0701;C/U;;;ND;MD04;S;74;COP;1;AE79461
251403;CD00;;ABRAZADERA SIN SALIDA, TIPO-I, 400mm, PL;17/6/2024;ZMBT;FEEM1400;C/U;;;ND;MD04;S;145,198;COP;1;AE79461
251404;CD00;;ABRAZADERA SIN SALIDA, TIPO-A, 145mm, PL;28/10/2021;ZMBT;FEEM0701;C/U;;;ND;MD04;S;38,959;COP;1;AE79461
251405;CD00;;ABRAZADERA SIN SALIDA, TIPO-G, 340mm, PL;6/3/2024;ZMBT;FEEM1400;C/U;;;ND;MD04;S;102,697;COP;1;AE79461
251406;CD00;;AMORTIGUADOR VIDRACION 4LIBRAS;28/10/2021;ZMBT;FEEM0702;C/U;;;ND;MD04;S;25,520;COP;1;AE79461
251407;CD00;;AMORTIGUADOR CAT. ST. 6200 P 605 MCMPED;4/6/2024;ZAT;FEEM0701;C/U;;;ND;MD04;S;125,160;COP;1;AE79461
251408;CD00;;AMORTIGUADOR CAT. S-602 P 33,1 85 CMPED<;1/12/2023;ZAT;FEEM0701;C/U;;;ND;MD04;S;37,927;COP;1;AE79461
251409;CD00;;ADAPTADOR ANILLO-BOLA, 30000 LBS, AB-16;28/10/2021;ZAT;FEEM0701;C/U;;;ND;MD04;S;6,806;COP;1;AE79461
251410;CD00;;ANTIVIBRADOR CABLE ALUMINIO 266. 8 MCM;28/10/2021;ZAT;FEEM0701;C/U;;;ND;MD04;S;24,028;COP;1;AE79461
251411;CD00;;ANTIVIBRADOR CABLE ALUMINIO 33.1 85 MCM;19/7/2021;ZAT;FEEM0701;C/U;;;ND;MD04;S;8,996;COP;1;AE79461
251412;CD00;;BAYONETA DOBLE ESTRUCT RETENCION 1.2M;3/12/2021;ZMBT;FEEM0702;C/U;;;ND;MD04;S;85,392;COP;1;AE79461
251413;CD00;;Grapa suspensión 33,185 kCM;23/12/2022;ZAT;FEEM0702;C/U;;;ND;MD04;S;84,983;COP;1;AE79461
251414;CD00;;GRAPA TENCION REF:DUW-46A;28/10/2021;ZAT;FEEM0701;C/U;;;ND;MD04;S;15,025;COP;1;AE79461
251415;CD00;;GRAPA PARALELA CABLE 4/0;3/12/2021;ZAT;FEEM0702;C/U;;;ND;MD04;S;31,680;COP;1;AE79461
251416;CD00;;GRAPA TIPO PISTOLA, CABLE ACSR 266.8 MCM;20/6/2022;ZMBT;FEEM0701;C/U;;;ND;MD04;S;21,735;COP;1;AE79461
251417;CD00;;GRILLETE RETORCIDOS;2/12/2022;ZAT;FEEM0701;C/U;;;ND;MD04;S;43,664;COP;1;AE79461
251418;CD00;;"""GRILLETE 6"""" CON PASADOR D 3/4""""""";28/10/2021;ZAT;FEEM0702;C/U;;;ND;MD04;S;3,119;COP;1;AE79461
251419;CD00;;GRILLETE 3/4 x 22 mm.P T-S D 1 15 kV;28/10/2021;ZAT;FEEM0702;C/U;;;ND;MD04;S;1;COP;1;AE79461
251420;CD00;;"""GRILLETE AMARRE 3"""" CON PASADOR 5/8""""""""";20/12/2023;ZAT;FEEM1400;C/U;;;ND;MD04;S;9,903;COP;1;AE79461
251421;CD00;;GUARDA CABO 43mm LA-555;28/10/2021;ZAT;FEEM0702;C/U;;;ND;MD04;S;1;COP;1;AE79461
251422;CD00;;GRAPA T-GRILLETE P TEMPLETE 1/2 LA-551;28/10/2021;ZMBT;FEEM0702;C/U;;;ND;MD04;S;4,058;COP;1;AE79461
251423;CD00;;ROTULA OJO TE-R-16;20/12/2021;ZAT;FEEM0701;C/U;;;ND;MD04;S;237;COP;1;AE79461
251424;CD00;;ROTULA REF:289L CON ADAPTADOR PARA SALTA;28/10/2021;ZAT;FEEM0701;C/U;;;ND;MD04;S;9,288;COP;1;AE79461
251425;CD00;;ROTULA DE OJO N4H 20707 RP 25.000 LBS;20/12/2021;ZAT;FEEM0701;C/U;;;ND;MD04;S;21,386;COP;1;AE79461
251426;CD00;;ROTULA NGK-707 P 7500 LB;28/10/2021;ZAT;FEEM0701;C/U;;;ND;MD04;S;1;COP;1;AE79461
251427;CD00;;TORNILLO 5/8x170mm P T- DE 115 Y 230kV;20/12/2021;ZAT;FEEM0701;C/U;;;ND;MD04;S;1;COP;1;AE79461
251428;CD00;;"""Tornillo de Acero Galvanizado 1/2"""" X 8";20/12/2023;ZMBT;FEEM1400;C/U;;;ND;MD04;S;2,128;COP;1;AE79461
251429;CD00;;GRAPA TIPO PISTOLA, CABLE 4/0;6/3/2024;ZMBT;FEEM1400;C/U;;;ND;MD04;S;25,236;COP;1;AE79461
251430;CD00;;ARTICULACION SOPORTE AMORTIGUACION T-EME;3/7/2024;ZAT;FEEM0701;C/U;;;ND;MD04;S;6;COP;1;AE79461
251431;CD00;;COLUMNA ALUMINIO 7 PIES ESTRUCTURADE EME;20/12/2021;ZAT;FEEM2000;C/U;;;ND;MD04;S;5,169,714;COP;1;AE79461
251432;CD00;;BRAZO SOPORTE 2.36 MT POSTE SUM 9SUM-10;20/12/2021;ZAT;FEEM0701;C/U;;;ND;MD04;S;249,147;COP;1;AE79461
